,teamWins1,teamWins2,teamWins3,teamWins4,teamLosses1,teamLosses2,teamLosses3,teamLosses4,teamStats00,teamStats10,teamStats20,teamStats30,teamStats01,teamStats11,teamStats21,teamStats31,teamStats02,teamStats12,teamStats22,teamStats32,teamStats03,teamStats13,teamStats23,teamStats33,teamStats04,teamStats14,teamStats24,teamStats34,teamStats05,teamStats15,teamStats25,teamStats35,teamStats06,teamStats16,teamStats26,teamStats36,teamStats07,teamStats17,teamStats27,teamStats37,teamStats08,teamStats18,teamStats28,teamStats38,teamStats09,teamStats19,teamStats29,teamStats39,choose_team,playerStats00,playerStats10,playerStats20,playerStats30,playerStats01,playerStats11,playerStats21,playerStats31,playerStats02,playerStats12,playerStats22,playerStats32,playerStats03,playerStats13,playerStats23,playerStats33,playerStats04,playerStats14,playerStats24,playerStats34,playerStats05,playerStats15,playerStats25,playerStats35,playerStats06,playerStats16,playerStats26,playerStats36,playerStats07,playerStats17,playerStats27,playerStats37,playerStats08,playerStats18,playerStats28,playerStats38,playerStats09,playerStats19,playerStats29,playerStats39,team_or_player,which_player,buy_item,money
10,0,0,0,0,0,0,0,0,35,37,37,38,34,36,36,35,31,35,37,34,36,34,31,37,41,37,32,38,39,37,37,38,37,35,35,34,35,38,36,33,35,40,40,33,32,32,35,36,2,12,8,5,16,9,7,4,10,8,3,9,11,10,7,10,6,8,6,11,7,6,10,9,6,8,8,10,5,4,9,9,7,4,15,11,9,10,9,7,8,1,1,6,10
11,0,0,0,0,0,0,0,0,34,29,37,34,32,37,35,39,33,33,33,32,35,36,33,40,36,35,29,32,28,34,31,37,33,42,37,31,34,30,31,42,34,34,34,35,34,37,33,35,2,3,10,9,9,11,7,7,8,7,10,10,9,7,9,7,8,16,11,7,10,8,8,8,10,12,9,7,5,7,11,6,5,10,9,11,10,8,7,12,9,1,1,6,10
12,0,0,0,0,0,0,0,0,36,33,38,32,29,32,38,35,35,37,28,34,30,32,33,36,37,31,38,31,32,35,37,31,34,35,39,37,39,33,33,38,36,33,35,34,32,38,33,32,2,4,9,11,13,9,3,8,14,6,10,5,6,10,4,13,13,6,13,7,10,9,9,11,12,9,13,9,4,8,11,7,7,12,10,9,14,7,7,8,5,1,1,6,10
13,0,0,0,0,0,0,0,0,35,33,29,31,35,29,31,39,36,38,32,37,32,32,33,30,31,35,36,29,30,33,31,33,36,36,38,33,33,38,37,34,39,30,29,29,39,35,38,37,2,6,9,7,4,5,8,7,5,12,7,5,11,4,8,14,6,12,13,8,6,9,7,14,4,12,7,8,6,4,11,12,9,10,7,11,4,11,7,12,8,1,1,6,10
14,0,0,0,0,0,0,0,0,33,38,33,32,35,33,34,36,34,31,35,30,35,33,37,32,39,36,32,33,34,33,33,32,36,40,33,31,35,39,38,36,34,36,39,38,35,28,35,33,2,7,8,12,8,7,7,8,14,5,10,10,11,8,6,10,8,8,9,10,7,6,5,6,7,8,10,9,9,6,12,7,11,9,14,13,12,10,10,7,10,1,1,6,10
15,0,0,0,0,0,0,0,0,37,35,35,31,36,38,38,33,33,34,36,31,38,42,30,38,32,34,34,30,37,35,33,38,35,32,35,31,34,34,33,36,34,39,38,42,39,34,35,37,2,8,9,12,5,9,9,10,9,8,3,11,10,6,5,11,7,7,9,9,12,11,8,6,18,5,10,7,9,9,6,7,10,10,14,8,13,11,7,15,8,1,1,6,10
16,0,0,0,0,0,0,0,0,29,30,37,39,35,31,30,38,32,36,36,28,36,31,36,31,38,32,35,32,37,29,35,33,32,31,34,32,35,28,31,33,37,33,34,33,37,35,33,37,2,9,10,6,14,7,7,12,5,13,5,11,5,4,9,9,9,9,11,7,6,3,10,9,11,10,11,10,4,12,11,6,14,11,11,14,6,4,7,11,8,1,1,6,10
17,0,0,0,0,0,0,0,0,42,36,28,34,31,37,40,35,35,36,37,33,35,36,32,36,39,32,35,36,36,45,37,35,35,35,36,35,31,35,35,33,32,36,30,36,37,30,36,34,2,11,7,7,5,5,14,7,14,11,6,10,11,5,10,5,11,11,4,10,9,8,6,11,6,14,3,14,12,6,5,7,7,8,12,5,6,6,5,9,8,1,1,6,10
18,0,0,0,0,0,0,0,0,34,30,34,32,31,31,36,32,35,33,30,42,34,33,37,37,29,40,35,36,33,36,34,29,38,34,36,34,38,31,35,35,30,41,35,36,33,34,38,37,2,12,6,13,16,5,7,15,13,11,8,8,3,7,14,11,6,14,11,6,6,6,9,9,9,9,5,5,14,5,10,14,4,14,5,7,13,9,6,10,8,1,1,6,10
19,0,0,0,0,0,0,0,0,39,35,32,35,35,34,38,39,35,38,35,31,34,32,34,31,32,34,30,35,31,33,29,35,32,36,33,39,32,33,33,35,33,40,31,32,33,37,35,43,2,8,8,6,6,14,9,11,10,10,9,12,7,8,4,6,8,8,5,6,7,10,8,6,9,5,15,10,9,9,6,9,8,7,7,9,6,10,12,10,6,1,1,6,10
20,0,0,0,0,0,0,0,0,33,32,37,33,37,34,32,34,29,37,40,28,36,34,35,35,26,36,31,29,34,37,40,33,33,34,31,37,35,35,40,39,38,30,33,34,35,33,35,30,2,9,9,11,12,5,7,9,12,5,8,13,17,6,5,7,9,7,8,3,10,9,9,5,14,7,6,3,6,13,8,7,10,9,4,8,6,5,8,10,14,1,1,6,10
21,0,0,0,0,0,0,0,0,34,35,31,31,32,37,33,31,39,34,36,38,34,38,36,35,33,35,38,37,33,37,39,36,35,33,30,34,36,38,36,37,35,35,37,36,34,34,42,34,2,6,4,10,8,13,11,9,11,12,13,11,9,10,5,11,8,12,15,8,8,10,10,8,8,5,13,5,6,9,11,8,7,11,8,10,5,11,14,13,9,1,1,6,10
22,0,0,0,0,0,0,0,0,33,36,35,32,35,44,32,32,30,32,37,36,32,28,32,39,39,31,38,31,35,38,35,36,30,38,35,33,39,35,37,35,31,31,37,30,35,37,34,37,2,10,9,11,8,3,7,12,8,5,9,15,9,5,9,10,12,8,11,12,7,12,6,8,12,15,6,6,7,11,8,11,8,9,11,11,11,7,9,7,10,1,1,6,10
23,0,0,0,0,0,0,0,0,32,39,39,36,32,39,35,32,33,36,36,34,37,32,34,35,33,39,34,32,32,34,34,34,36,34,38,32,33,32,38,33,37,33,37,32,36,38,37,34,2,13,13,6,12,10,8,11,14,9,9,11,13,3,6,5,8,4,4,6,8,10,8,5,15,10,8,11,5,11,12,10,7,11,10,6,14,10,10,11,8,1,1,6,10
24,0,0,0,0,0,0,0,0,33,34,34,35,34,36,34,36,33,38,36,34,35,38,35,39,42,42,36,31,33,39,31,33,37,35,34,45,31,37,31,27,39,34,35,35,34,37,35,36,2,5,6,12,9,12,11,11,7,6,6,14,9,10,6,3,4,5,11,9,12,9,11,10,10,9,11,6,6,7,9,9,9,10,5,6,7,5,14,9,4,1,1,6,10
25,0,0,0,0,0,0,0,0,33,33,35,36,35,36,34,38,35,32,41,33,34,36,32,36,33,35,36,37,32,33,29,40,31,33,37,34,33,34,36,29,33,30,33,34,33,39,34,37,2,10,12,3,7,10,9,12,11,10,9,12,18,10,5,7,11,10,15,8,12,6,9,4,7,11,9,8,11,8,8,6,15,12,8,7,8,4,8,6,9,1,1,6,10
26,0,0,0,0,0,0,0,0,29,33,36,33,33,34,37,37,35,33,34,36,36,33,35,34,36,40,36,39,36,34,36,32,34,47,33,39,30,36,28,33,34,36,38,31,35,36,34,35,2,11,8,8,9,12,5,13,4,15,7,11,9,8,8,8,8,14,11,13,12,8,7,10,9,4,10,12,9,8,6,7,7,12,16,12,8,11,6,7,10,1,1,6,10
27,0,0,0,0,0,0,0,0,38,36,37,32,35,36,32,38,35,33,32,38,35,36,33,35,36,33,37,30,32,32,33,38,30,34,35,36,28,39,38,30,34,30,38,32,35,36,36,35,2,7,12,7,9,6,6,14,4,5,4,7,8,7,13,9,13,6,7,7,13,14,6,9,9,8,11,11,8,9,8,9,11,9,7,13,13,6,14,10,9,1,1,6,10
28,0,0,0,0,0,0,0,0,32,37,37,32,36,36,35,31,36,34,36,33,34,31,32,36,30,36,33,37,38,37,34,32,34,34,32,35,34,36,34,34,33,34,35,39,37,34,33,34,2,7,10,12,15,10,12,11,7,3,6,8,10,11,7,9,10,4,10,8,11,9,8,10,11,5,11,6,10,9,8,8,8,10,7,9,9,6,8,10,10,1,1,6,10
29,0,0,0,0,0,0,0,0,37,34,33,31,36,35,36,35,35,37,36,37,38,39,38,34,34,37,32,27,35,34,31,30,33,32,29,33,31,33,35,40,33,40,35,38,33,33,32,42,2,6,13,10,9,10,8,8,6,8,11,6,14,10,12,12,5,13,5,10,3,9,3,8,11,7,8,5,6,10,11,7,11,7,5,11,14,6,15,9,5,1,1,6,10
30,0,0,0,0,0,0,0,0,33,37,30,33,34,36,39,30,30,35,34,32,34,34,33,36,35,29,34,36,38,32,36,36,35,33,33,34,30,36,41,33,37,31,34,37,35,34,31,34,2,8,4,6,7,12,14,5,5,10,13,10,12,9,11,7,8,9,13,6,11,12,7,9,7,4,12,4,7,7,12,11,14,5,8,8,13,9,10,8,7,1,1,6,10
31,0,0,0,0,0,0,0,0,33,37,35,36,35,31,37,29,29,34,36,35,37,39,32,34,32,30,36,35,34,35,37,34,36,38,34,38,30,36,38,36,35,36,35,32,33,39,34,35,2,4,7,7,8,7,12,10,12,11,9,12,7,4,9,8,5,10,8,6,8,11,4,11,12,8,14,9,6,9,16,8,11,4,16,12,11,6,10,11,4,1,1,6,10
32,0,0,0,0,0,0,0,0,36,32,36,33,37,33,36,33,39,35,34,38,32,33,33,38,35,39,37,32,38,35,34,33,36,34,29,36,39,34,34,34,31,30,37,35,31,32,39,31,2,10,5,12,6,10,9,9,15,12,6,7,11,8,8,4,7,12,13,10,14,11,8,5,8,5,12,8,7,5,6,7,5,11,12,6,7,10,14,14,5,1,1,6,10
33,0,0,0,0,0,0,0,0,38,34,32,37,31,31,30,35,34,33,33,34,36,33,35,34,31,34,34,30,34,31,35,37,36,37,33,37,36,36,36,35,30,31,35,37,33,29,34,32,2,7,10,7,8,8,4,4,5,9,6,9,7,12,8,9,10,12,6,12,6,8,11,9,9,11,10,8,7,9,6,14,8,11,13,10,4,8,5,9,4,1,1,6,10
34,0,0,0,0,0,0,0,0,41,35,31,33,34,35,34,35,35,36,38,33,34,33,35,35,37,34,35,32,31,33,33,34,35,36,40,41,38,37,39,38,32,35,36,32,32,33,35,35,2,14,9,9,7,8,8,11,7,10,9,9,9,8,9,9,5,13,6,9,5,6,7,14,9,9,14,15,11,8,11,6,8,6,8,13,8,9,15,8,14,1,1,6,10
35,0,0,0,0,0,0,0,0,36,32,32,35,37,38,31,29,34,36,31,36,38,34,36,33,38,34,33,34,33,30,36,33,34,30,34,37,31,37,34,35,31,36,31,38,35,32,31,33,2,8,6,4,13,6,10,4,8,8,9,8,9,14,6,5,9,5,10,3,13,11,9,4,10,13,8,4,9,9,7,11,12,8,9,8,5,7,3,7,9,1,1,6,10
36,0,0,0,0,0,0,0,0,34,32,33,33,38,35,38,33,36,32,35,33,33,31,39,37,38,37,42,37,30,40,32,41,38,35,36,38,29,30,30,35,34,32,34,35,34,40,31,34,2,4,7,10,14,9,13,8,12,4,8,7,8,12,4,13,9,13,8,13,9,9,8,12,5,9,12,9,15,10,7,5,12,3,13,8,9,12,7,7,6,1,1,6,10
37,0,0,0,0,0,0,0,0,35,39,35,36,40,32,38,38,36,37,35,32,37,30,31,35,32,40,32,34,34,37,34,35,36,33,36,33,34,35,36,36,31,36,38,30,35,37,35,36,2,6,9,14,7,9,7,8,6,12,14,5,14,8,8,12,8,9,5,3,12,12,10,9,10,4,9,7,8,5,11,5,5,10,10,13,8,7,9,13,6,1,1,6,10
38,0,0,0,0,0,0,0,0,34,34,27,35,38,31,34,37,36,33,35,34,32,36,34,31,42,36,37,33,39,35,30,38,37,30,37,38,33,36,38,32,34,34,36,33,36,38,30,34,2,10,6,4,10,8,9,13,5,9,10,7,9,12,11,7,10,6,13,8,7,5,4,12,8,5,9,11,15,7,8,9,9,10,9,7,9,12,11,8,8,1,1,6,10
39,0,0,0,0,0,0,0,0,34,35,33,35,29,36,35,34,34,36,36,34,40,33,35,35,34,34,35,33,33,38,33,36,30,28,32,36,35,33,33,33,34,30,36,32,37,39,34,32,2,6,9,8,5,13,5,4,10,6,14,8,16,5,11,8,12,5,15,9,13,5,10,10,6,5,13,4,7,6,9,12,12,6,10,11,12,10,3,6,15,1,1,6,10
40,0,0,0,0,0,0,0,0,38,39,39,36,39,36,35,31,37,30,35,33,36,36,32,36,32,43,42,43,33,34,36,36,37,35,37,34,37,39,32,33,34,38,35,37,42,37,36,42,2,8,12,6,8,7,10,10,9,16,8,6,7,7,11,13,5,8,8,10,9,5,18,10,8,16,12,8,8,6,5,10,9,10,7,5,8,14,7,13,16,1,1,6,10
41,0,0,0,0,0,0,0,0,34,34,32,32,37,30,35,30,33,38,36,39,37,32,34,35,35,30,36,32,35,34,38,37,34,35,34,35,36,34,32,43,36,35,35,30,35,31,38,38,2,8,10,6,7,4,11,5,12,12,6,8,9,13,12,10,9,6,13,7,7,13,15,18,10,11,15,5,8,8,5,7,11,11,12,10,11,11,15,4,14,1,1,6,10
42,0,0,0,0,0,0,0,0,41,34,41,34,35,29,33,39,30,33,35,35,29,32,38,37,33,33,35,30,36,34,33,32,37,36,36,35,34,39,37,36,37,33,33,35,40,35,35,37,2,12,7,8,14,7,13,9,10,12,12,8,6,7,5,18,6,8,14,8,8,8,6,7,8,7,10,7,12,12,8,16,9,11,7,8,6,10,7,6,4,1,1,6,10
43,0,0,0,0,0,0,0,0,35,35,35,34,34,37,34,36,33,32,36,32,35,32,35,36,39,36,32,42,34,34,33,39,38,33,34,31,37,33,35,31,32,36,39,35,37,38,36,33,2,5,4,16,6,10,5,7,10,8,8,12,9,9,11,11,13,10,11,12,5,12,6,7,6,9,10,14,5,6,9,7,5,14,7,7,14,12,12,14,12,1,1,6,10
44,0,0,0,0,0,0,0,0,31,37,37,35,36,35,35,42,36,36,30,39,35,35,36,38,32,36,32,33,38,32,33,26,30,38,31,30,37,41,37,35,31,32,37,34,31,40,35,38,2,5,15,10,7,7,11,10,9,6,3,10,6,11,6,10,14,9,4,12,12,13,5,13,7,9,6,5,10,6,13,12,9,8,4,8,15,10,11,12,13,1,1,6,10
45,0,0,0,0,0,0,0,0,31,36,39,35,36,30,34,33,36,35,38,33,35,33,36,33,32,34,35,28,32,36,32,31,33,38,34,32,37,34,37,35,28,37,36,34,39,30,33,34,2,5,12,8,11,8,9,7,8,5,14,7,7,11,13,11,8,10,8,11,13,10,8,4,9,6,9,10,5,13,10,5,15,10,13,6,7,8,8,8,9,1,1,6,10
46,0,0,0,0,0,0,0,0,39,39,35,36,31,36,31,32,36,32,33,38,30,34,31,35,38,38,36,34,35,32,39,37,34,29,35,40,31,37,34,40,30,35,38,32,27,35,34,39,2,6,11,12,10,6,6,6,10,10,5,11,7,11,8,9,5,6,9,5,5,10,13,8,7,9,10,7,7,11,8,5,8,13,8,15,8,13,8,10,4,1,1,6,10
47,0,0,0,0,0,0,0,0,30,34,39,39,34,37,34,37,37,34,36,34,30,37,32,31,35,38,41,31,32,32,36,35,35,33,34,34,39,35,36,34,32,34,34,35,37,35,30,36,2,13,9,11,8,13,7,8,9,7,8,7,6,7,9,7,8,9,11,13,8,5,8,5,16,7,4,13,8,9,9,13,7,12,8,7,8,6,9,8,7,1,1,6,10
48,0,0,0,0,0,0,0,0,37,33,36,35,39,31,40,40,36,33,32,35,33,37,34,34,36,33,30,34,40,35,37,39,35,37,37,42,38,37,34,35,33,33,38,35,36,31,37,35,2,5,8,14,9,10,10,14,15,4,8,7,7,10,13,5,14,7,5,8,10,13,7,10,15,7,7,7,12,9,8,9,8,9,9,6,8,11,8,10,11,1,1,6,10
49,0,0,0,0,0,0,0,0,35,33,35,31,33,33,36,35,35,37,33,32,33,37,34,39,33,31,33,36,32,34,38,32,33,34,31,35,37,36,39,33,39,31,36,30,32,34,35,33,2,6,7,7,9,10,10,10,9,4,7,3,7,10,7,6,7,12,10,9,8,10,7,8,9,4,9,7,11,11,11,13,8,10,7,14,9,6,5,9,9,1,1,6,10
50,0,0,0,0,0,0,0,0,33,33,31,37,34,28,29,35,37,42,38,30,29,37,32,36,30,39,31,30,32,34,31,37,39,31,29,36,35,33,35,35,34,30,34,35,31,38,33,35,2,8,9,9,6,10,5,7,9,9,7,10,5,8,5,6,7,7,11,5,3,14,5,4,10,8,3,4,6,12,9,12,10,10,13,16,10,11,6,9,8,1,1,6,10
51,0,0,0,0,0,0,0,0,34,38,38,35,33,30,37,34,36,33,33,37,36,36,32,35,33,35,38,34,34,31,33,36,36,38,30,32,40,33,39,32,36,38,31,32,29,34,40,38,2,9,5,8,12,8,11,7,11,10,3,11,8,3,7,9,9,6,11,11,11,8,13,7,5,9,9,8,6,13,12,12,6,6,12,5,13,11,8,8,17,1,1,6,10
52,0,0,0,0,0,0,0,0,38,29,32,40,39,33,33,35,31,36,32,36,38,38,37,34,40,38,36,30,36,31,36,33,35,27,33,34,38,33,31,36,35,32,35,37,36,34,34,38,2,11,6,6,9,9,7,5,10,12,6,12,5,12,16,10,11,7,8,5,6,9,5,7,14,8,6,7,6,7,5,8,10,6,10,13,9,4,15,9,9,1,1,6,10
53,0,0,0,0,0,0,0,0,35,35,35,32,30,34,36,34,30,35,36,35,34,31,41,30,41,32,35,36,32,36,34,34,32,30,32,38,36,32,34,35,33,33,41,34,37,34,37,40,2,8,7,8,14,8,10,14,7,9,7,11,11,7,12,17,10,5,8,15,9,6,9,8,13,12,4,9,10,14,5,14,6,10,10,8,10,12,8,11,14,1,1,6,10
54,0,0,0,0,0,0,0,0,34,36,36,31,37,39,31,32,36,37,32,34,35,39,33,35,34,34,31,34,34,37,34,37,35,31,40,35,32,42,35,34,32,38,36,35,37,36,33,35,2,13,9,11,11,5,8,9,10,11,6,10,9,7,6,14,9,5,8,7,12,7,11,7,6,10,8,11,9,10,7,4,10,9,11,11,9,5,10,9,9,1,1,6,10
55,0,0,0,0,0,0,0,0,32,33,36,34,34,33,34,33,31,34,31,36,38,37,31,38,38,35,35,30,33,35,34,31,36,31,35,33,36,29,35,37,32,36,33,39,33,40,34,38,2,7,7,12,12,9,9,6,13,5,14,8,12,9,4,11,4,11,9,10,11,4,6,8,7,9,12,6,11,13,7,8,9,7,12,7,6,11,7,8,7,1,1,6,10
56,0,0,0,0,0,0,0,0,32,42,35,40,36,43,31,32,34,33,33,34,36,32,36,32,32,37,32,35,33,35,32,34,31,33,34,34,33,34,37,35,34,33,36,37,36,34,34,35,2,13,6,10,7,10,13,4,3,11,9,7,8,8,9,8,13,11,6,6,12,7,5,3,7,16,6,11,9,6,13,7,9,7,11,6,7,11,5,9,10,1,1,6,10
57,0,0,0,0,0,0,0,0,35,36,39,31,36,33,33,34,33,31,35,37,39,32,34,33,36,36,37,36,31,36,33,31,32,37,34,36,34,34,32,39,29,33,37,35,32,30,36,38,2,10,4,11,12,6,12,7,6,10,7,9,6,9,12,9,8,11,13,6,8,7,7,10,8,10,9,13,5,10,6,6,4,13,8,12,9,12,6,12,10,1,1,6,10
58,0,0,0,0,0,0,0,0,37,37,34,34,36,33,27,34,36,29,37,35,34,37,36,35,31,33,36,35,37,31,35,36,34,34,32,35,32,34,38,35,33,35,34,37,30,34,36,30,2,6,8,14,10,7,7,7,6,10,8,7,8,12,11,10,16,13,8,8,9,6,11,9,8,4,13,10,10,12,8,11,13,11,6,11,11,8,10,6,6,1,1,6,10
59,0,0,0,0,0,0,0,0,28,35,33,39,41,33,36,34,38,33,37,36,36,40,36,33,37,35,32,39,33,27,35,36,39,37,35,31,30,34,38,34,37,38,39,33,32,30,36,33,2,10,7,8,4,10,8,5,8,15,14,8,13,8,8,5,9,7,3,10,7,12,12,8,8,18,9,7,11,7,8,14,10,8,16,13,6,9,8,11,11,1,1,6,10
60,0,0,0,0,0,0,0,0,34,35,30,36,38,33,35,37,34,35,36,33,38,31,33,40,34,37,32,35,33,34,37,40,41,37,34,37,34,37,34,32,33,34,33,37,34,35,33,31,2,9,9,6,5,13,6,7,7,8,10,10,11,7,5,16,14,8,8,10,9,9,13,13,11,9,8,5,7,11,9,5,7,6,7,6,7,7,12,5,11,1,1,6,10
61,0,0,0,0,0,0,0,0,38,38,36,32,38,37,37,35,35,38,33,37,32,39,37,38,29,31,35,32,39,31,37,35,37,27,32,31,34,38,33,35,34,40,35,32,34,32,37,36,2,12,10,5,12,8,11,4,13,6,8,9,9,13,7,11,10,8,9,10,5,5,11,13,11,8,8,8,8,6,13,5,7,8,10,9,8,8,13,8,6,1,1,6,10
62,0,0,0,0,0,0,0,0,35,36,38,38,38,35,33,36,33,34,36,33,32,33,35,36,35,36,37,39,34,33,40,31,36,34,36,37,34,38,38,36,34,33,35,31,40,34,37,35,2,8,7,14,7,9,4,7,7,10,4,15,7,10,6,7,9,7,8,12,7,9,11,11,9,8,13,11,8,12,8,7,11,4,7,10,11,13,10,7,15,1,1,6,10
63,0,0,0,0,0,0,0,0,35,35,32,35,39,36,32,36,38,37,37,30,34,34,39,34,37,37,35,35,36,33,37,35,32,32,37,35,36,29,38,36,29,37,33,36,36,32,34,34,2,8,10,4,11,9,8,9,7,6,8,13,7,10,9,13,11,14,6,11,8,9,12,9,7,6,12,12,12,9,9,13,10,10,11,11,7,6,6,9,10,1,1,6,10
64,0,0,0,0,0,0,0,0,37,36,34,40,33,34,39,35,34,37,33,34,30,37,39,36,34,35,35,33,36,36,31,38,30,33,36,31,33,35,37,30,33,36,37,36,34,39,36,36,2,9,11,8,5,7,13,7,14,9,6,6,5,4,7,14,12,11,7,15,10,11,9,7,7,9,9,9,11,7,11,6,8,14,4,5,16,12,14,6,11,1,1,6,10
65,0,0,0,0,0,0,0,0,34,33,35,33,33,36,36,31,32,32,35,34,37,34,34,33,33,30,37,34,34,37,38,33,35,34,33,37,38,36,37,34,36,36,35,34,33,36,36,37,2,7,9,13,11,8,6,10,12,5,7,7,13,10,8,9,8,9,9,12,5,11,13,11,5,8,11,8,13,9,9,10,7,12,10,11,8,10,6,7,7,1,1,6,10
66,0,0,0,0,0,0,0,0,32,37,34,31,30,36,36,34,34,37,36,39,36,29,35,36,36,32,32,32,29,37,31,33,30,37,37,39,33,35,39,34,37,33,34,39,36,33,32,36,2,11,8,5,5,7,6,12,7,10,4,7,8,12,12,8,4,11,4,8,7,8,9,8,8,7,10,6,9,8,12,7,8,6,9,8,7,10,6,10,7,1,1,6,10
67,0,0,0,0,0,0,0,0,33,35,36,39,30,38,35,34,31,35,32,37,35,32,40,31,32,32,31,38,38,32,37,35,36,35,36,35,32,35,37,41,36,36,31,35,31,38,37,37,2,8,7,12,7,7,8,8,7,12,5,3,5,9,13,15,4,8,10,12,12,9,11,5,10,6,10,10,9,9,5,15,12,6,8,11,10,7,8,10,11,1,1,6,10
